Dataset_id,Public_dataset_id,Normation,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,Zhu_Age,N_cells,Protocol,Methodology,Model,
MS005042,GSM4294818,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Male,Relapsing-Remitting,53 years,53 years,1903,10x Genomics,single-cell RNA sequencing,,
MS005043,GSM4294819,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,56 years,56 years,2044,10x Genomics,single-cell RNA sequencing,,
MS005044,GSM4294820,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,56 years,56 years,1461,10x Genomics,single-cell RNA sequencing,,
MS005045,GSM4294821,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Mitoxantron (1x, discontinued due to cardiomyopathie), Rebif, Azathioprin",Male,Relapsing-Remitting,32 years,32 years,2682,10x Genomics,single-cell RNA sequencing,,
MS005046,GSM4294822,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Mitoxantron (1x, discontinued due to cardiomyopathie), Rebif, Azathioprin",Male,Relapsing-Remitting,27 years,27 years,1588,10x Genomics,single-cell RNA sequencing,,
MS005047,GSM4294823,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Mitoxantron (1x, discontinued due to cardiomyopathie), Rebif, Azathioprin",Male,Relapsing-Remitting,32 years,32 years,1935,10x Genomics,single-cell RNA sequencing,,
MS005048,GSM4294824,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Mitoxantron (1x, discontinued due to cardiomyopathie), Rebif, Azathioprin",Male,Relapsing-Remitting,27 years,27 years,1605,10x Genomics,single-cell RNA sequencing,,
MS005049,GSM4294825,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,34 years,34 years,3588,10x Genomics,single-cell RNA sequencing,,
MS005050,GSM4294826,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,34 years,34 years,2208,10x Genomics,single-cell RNA sequencing,,
MS005051,GSM4294827,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Copaxone",Female,Relapsing-Remitting,35 years,35 years,3079,10x Genomics,single-cell RNA sequencing,,
MS005052,GSM4294828,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Copaxone",Female,Relapsing-Remitting,35 years,35 years,2067,10x Genomics,single-cell RNA sequencing,,
MS005053,GSM4294829,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,34 years,34 years,3220,10x Genomics,single-cell RNA sequencing,,
MS005054,GSM4294830,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,34 years,34 years,1968,10x Genomics,single-cell RNA sequencing,,
MS005055,GSM4294831,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Rebif, Copaxone, Betaferon",Male,Relapsing-Remitting,25 years,25 years,3330,10x Genomics,single-cell RNA sequencing,,
MS005056,GSM4294832,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Rebif, Copaxone, Betaferon",Male,Relapsing-Remitting,22 years,22 years,2455,10x Genomics,single-cell RNA sequencing,,
MS005057,GSM4294833,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Rebif, Copaxone, Betaferon",Male,Relapsing-Remitting,25 years,25 years,1596,10x Genomics,single-cell RNA sequencing,,
MS005058,GSM4294834,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Rebif, Copaxone, Betaferon",Male,Relapsing-Remitting,21 years,21 years,1313,10x Genomics,single-cell RNA sequencing,,
MS005059,GSM4294835,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,22 years,22 years,3223,10x Genomics,single-cell RNA sequencing,,
MS005060,GSM4294836,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,22 years,22 years,1509,10x Genomics,single-cell RNA sequencing,,
MS005061,GSM4294837,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Avonex, Copaxone",Female,Relapsing-Remitting,34 years,34 years,1284,10x Genomics,single-cell RNA sequencing,,
MS005062,GSM4294838,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Avonex, Copaxone",Female,Relapsing-Remitting,32 years,32 years,2044,10x Genomics,single-cell RNA sequencing,,
MS005063,GSM4294839,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Avonex, Copaxone",Female,Relapsing-Remitting,34 years,34 years,1064,10x Genomics,single-cell RNA sequencing,,
MS005064,GSM4294840,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Avonex, Copaxone",Female,Relapsing-Remitting,32 years,32 years,1630,10x Genomics,single-cell RNA sequencing,,
MS005065,GSM4294841,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,35 years,35 years,1686,10x Genomics,single-cell RNA sequencing,,
MS005066,GSM4294842,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,35 years,35 years,1325,10x Genomics,single-cell RNA sequencing,,
MS005067,GSM4294843,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Copaxone",Female,Relapsing-Remitting,44 years,44 years,1961,10x Genomics,single-cell RNA sequencing,,
MS005068,GSM4294844,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,Copaxone,Female,Relapsing-Remitting,39 years,39 years,1603,10x Genomics,single-cell RNA sequencing,,
MS005069,GSM4294845,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Copaxone",Female,Relapsing-Remitting,44 years,44 years,1066,10x Genomics,single-cell RNA sequencing,,
MS005070,GSM4294846,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,Copaxone,Female,Relapsing-Remitting,39 years,39 years,803,10x Genomics,single-cell RNA sequencing,,
MS005071,GSM4294847,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,42 years,42 years,643,10x Genomics,single-cell RNA sequencing,,
MS005072,GSM4294848,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,42 years,42 years,743,10x Genomics,single-cell RNA sequencing,,
MS005073,GSM4294849,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Copaxone",Female,Relapsing-Remitting,41 years,41 years,2935,10x Genomics,single-cell RNA sequencing,,
MS005074,GSM4294850,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,Copaxone,Female,Relapsing-Remitting,36 years,36 years,2692,10x Genomics,single-cell RNA sequencing,,
MS005075,GSM4294851,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Copaxone",Female,Relapsing-Remitting,41 years,41 years,1369,10x Genomics,single-cell RNA sequencing,,
MS005076,GSM4294852,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,Copaxone,Female,Relapsing-Remitting,36 years,36 years,1514,10x Genomics,single-cell RNA sequencing,,
MS005077,GSM4294853,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,39 years,39 years,2555,10x Genomics,single-cell RNA sequencing,,
MS005078,GSM4294854,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Female,no data available,39 years,39 years,1390,10x Genomics,single-cell RNA sequencing,,
