Paper_ID,Public_data_id,Disease,Pubmed_id,protocol,methodology,title,author,citation,abstract,doi,Date_Published,Brain_Region,Species,Cell numbers,
MS063,GSE156196,MS,40574973,10X Genomics,Single-cell RNA Sequencing,Mapping CD4+ T cell diversity in CSF to identify endophenotypes of multiple sclerosis,"Tadhg Crowley 1, Jessy Chen 1 2 3, Kamil S Rosiewicz 1, Lea Jopp-Saile 4 5 6 7, Gesche Herold 1, Charlotte Biese 1, Cornelius Fischer 3, Janis Kerkering 1, Marlen Alisch 1, Friedemann Paul 1, Volker Siffrin 1 2","Crowley, T., Chen, J., Rosiewicz, K. S., Jopp-Saile, L., Herold, G., Biese, C., Fischer, C., Kerkering, J., Alisch, M., Paul, F., & Siffrin, V. (2025). Mapping CD4+ T cell diversity in CSF to identify endophenotypes of multiple sclerosis. Brain communications, 7(3), fcaf231. https://doi.org/10.1093/braincomms/fcaf231","Multiple sclerosis (MS) is a chronic inflammatory CNS disease with heterogeneous manifestation. Prognostic markers for early classification of MS are currently under investigation. Higher diagnostic resolution of cerebrospinal fluid (CSF) has the potential to contribute significantly to patient stratification, which should be especially important for a subgroup of patients with high risk to convert to a progressive disease course. This study aimed to determine whether spectral flow cytometry of CSF cells could identify pathogenic CD4+ T cell subset in MS. Using a two-step approach, we designed a marker panel informed by publicly available transcriptomic datasets from early human MS and our own single-cell RNA sequencing (scRNA-seq) in acute and chronic experimental autoimmune encephalomyelitis (EAE), a murine MS model. Notably, chronic ('phase') markers such as Il7r and Ramp3 (associated with memory T cells), Itgb1 (integrin beta-1) and anti-apoptotic genes like Dnaja1, Hsph1 and Jun/AP-1 were enriched in EAE. These markers reflect pro-survival signalling and tissue-residency characteristics, including CXCR6, CD69 and Bhlhe40, which suggest an adaptation of CD4+ T cells towards persistent neuroinflammatory responses in chronic EAE. This phase-specific marker profile highlights CD4+ T cells as both indicators and contributors to disease progression in EAE. Translating these findings to MS datasets, we found an enrichment of phase-specific markers in CSF cells. Spectral flow cytometry in an independent MS cohort revealed distinct memory and effector T cell subsets, indicating unique CSF signatures in MS. This study underscores the heterogeneity and dynamic changes of CD4+ T cells detectable by spectral flow cytometry, enhancing diagnostic resolution of CSF cells and informing more precise therapeutic strategies for MS.",https://doi.org/10.1093/braincomms/fcaf231,6/10/25,Brainstem and spinal cord,Mouse,,
MS064,GSE289845,MS,40022134,Parse Biosciences,Single-cell RNA Sequencing,Myelin-reactive CD8+ T cells influence conventional dendritic cell subsets towards a mature and regulatory phenotype in experimental autoimmune encephalomyelitis,"Mohit Upadhye 1 2, Connor R Wilhelm 1 2, Kai J Rogers 1 2, Chakrapani Vemulawada 1 2, Nicholas Borcherding 3, Alexander W Boyden 1 2, Kevin L Legge 1, Nitin J Karandikar 4 5","Upadhye, M., Wilhelm, C. R., Rogers, K. J., Vemulawada, C., Borcherding, N., Boyden, A. W., Legge, K. L., & Karandikar, N. J. (2025). Myelin-reactive CD8+ T cells influence conventional dendritic cell subsets towards a mature and regulatory phenotype in experimental autoimmune encephalomyelitis. Journal of neuroinflammation, 22(1), 54. https://doi.org/10.1186/s12974-025-03377-8","Multiple sclerosis (MS), an autoimmune demyelinating disease of the central nervous system, is modeled in mice as experimental autoimmune encephalomyelitis (EAE). While CD4+ T cells, primarily Th1 and Th17 subsets, drive disease pathogenesis, the exact function of CD8+ T cells remains unclear. We previously demonstrated that adoptively transferred myelin-reactive CD8+ T cells (PLP-CD8) prevent EAE induction and suppress ongoing disease through the engagement of MHC Class-I in recipient mice. Here, we show that PLP-CD8 induce regulatory changes in both subsets of conventional dendritic cells (cDC1 and CD11b+ cDC) in vivo and in vitro. Adoptively transferred PLP-CD8 promoted both cDC subsets to adopt a mature and regulatory phenotype with an anti-inflammatory cytokine profile and a reduced capacity to support CD4+ T cell proliferation. In vitro, PLP-CD8 induced similar phenotypic changes in both cDC subsets in an antigen-specific, dose-dependent manner. PLP-CD8 directly interacted with cDC1 and indirectly influenced CD11b+ cDC through paracrine signaling. Notably, direct interaction with PLP-CD8 had detrimental effects on CD11b+ cDC. Single-cell RNA sequencing revealed upregulation of key immunoregulatory genes, such as Foxo3, in both cDC subsets with enrichment of pathways involved in immune regulation and T cell differentiation. Our study highlights a novel mechanism in which myelin-reactive CD8+ T cells directly interact with cDC1 and modulate CD11b+ cDC through paracrine mechanisms to induce mature, regulatory dendritic cells, which leads to inhibited CD4+ T cell responses and reduced EAE pathogenesis.",https://doi.org/10.1186/s12974-025-03377-8,2/28/25,spleen,Mouse,,
MS065,GSE243202,MS,39088391,10x Genomics,Single-cell RNA Sequencing,"An IL-23-STAT4 Axis Regulates Classical Dendritic Cell Expansion and Function in Experimental Autoimmune Encephalomyelitis
Organism","Nada S Alakhras 1 2, Wenwu Zhang 2, Nicolas Barros 3, Anchal Sharma 4, James Ropa 2, Raj Priya 2, X Frank Yang 2, Mark H Kaplan 1 2","Alakhras, N. S., Zhang, W., Barros, N., Sharma, A., Ropa, J., Priya, R., Yang, X. F., & Kaplan, M. H. (2024). An IL-23-STAT4 pathway is required for the proinflammatory function of classical dendritic cells during CNS inflammation. Proceedings of the National Academy of Sciences of the United States of America, 121(32), e2400153121. https://doi.org/10.1073/pnas.2400153121","Although many cytokine pathways are important for dendritic cell (DC) development, it is less clear what cytokine signals promote the function of mature dendritic cells. The signal transducer and activator of transcription 4 (STAT4) promotes protective immunity and autoimmunity downstream of proinflammatory cytokines including IL-12 and IL-23. In experimental autoimmune encephalomyelitis (EAE), an animal model of multiple sclerosis (MS), Stat4-/- mice are resistant to the development of inflammation and paralysis. To define whether STAT4 is required for intrinsic signaling in mature DC function, we used conditional mutant mice in the EAE model. Deficiency of STAT4 in CD11c-expressing cells resulted in decreased T cell priming and inflammation in the central nervous system. EAE susceptibility was recovered following adoptive transfer of wild-type bone marrow-derived DCs to mice with STAT4-deficient DCs, but not adoptive transfer of STAT4- or IL-23R-deficient DCs. Single-cell RNA-sequencing (RNA-seq) identified STAT4-dependent genes in DC subsets that paralleled a signature in MS patient DCs. Together, these data define an IL-23-STAT4 pathway in DCs that is key to DC function during inflammatory disease.",https://doi.org/10.1073/pnas.2400153121,8/6/24,brain and spinal cord,Mouse,,
MS066,GSE181506,MS,38933267,10x Genomics,Single-cell RNA Sequencing,Single-cell profiling indicates a high similarity between immune cells in the cerebrospinal fluid and in meningeal ectopic lymphoid tissue in experimental autoimmune encephalomyelitis,"Tanya Georgieva # 1, Jolien Diddens # 1, Verena Friedrich 1, Gildas Lepennetier 1, Rosa Margareta Brand 1, Klaus Lehmann-Horn 1","Georgieva, T., Diddens, J., Friedrich, V., Lepennetier, G., Brand, R. M., & Lehmann-Horn, K. (2024). Single-cell profiling indicates a high similarity between immune cells in the cerebrospinal fluid and in meningeal ectopic lymphoid tissue in experimental autoimmune encephalomyelitis. Frontiers in immunology, 15, 1400641. https://doi.org/10.3389/fimmu.2024.1400641","Background and objectives: B cell depleting anti-CD20 monoclonal antibodies (aCD20 mAbs) are highly effective in treatment of multiple sclerosis (MS) but fail to halt the formation of meningeal ectopic lymphoid tissue (mELT) in the murine model experimental autoimmune encephalomyelitis (EAE). While mELT can be examined in EAE, it is not accessible in vivo in MS patients. Our key objectives were to compare the immune cells in cerebrospinal fluid (CSF), which is accessible in patients, with those in mELT, and to study the effects of aCD20 mAbs on CSF and mELT in EAE. Methods: Applying single cell RNA sequencing, we compared gene expression profiles in immune cells from (1) CSF with mELT and (2) aCD20 mAbs treated with control treated mice in a spontaneous 2D2xTh EAE model. Results: The immune cell composition in CSF and mELT was very similar. Gene expression profiles and pathway enrichment analysis revealed no striking differences between the two compartments. aCD20 mAbs led not only to a virtually complete depletion of B cells in the CSF but also to a reduction of naïve CD4+ T cells and marked increase of macrophages. No remarkable differences in regulated genes or pathways were observed. Discussion: Our results suggest that immune cells in the CSF may serve as a surrogate for mELT in EAE. Future studies are required to confirm this in MS patients. The observed increase of macrophages in B cell depleted CSF is a novel finding and requires verification in CSF of aCD20 mAbs treated MS patients. Due to unresolved technical challenges, we were unable to study the effects of aCD20 mAbs on mELT. This should be addressed in future studies.",https://doi.org/10.3389/fimmu.2024.1400641,6/12/24, spinal cord,Mouse,,
MS067,"GSE181526,GSE182774",MS,38100739,10x Genomics,Single-cell RNA Sequencing,Single-Cell Profiling Indicates a Proinflammatory Role of Meningeal Ectopic Lymphoid Tissue in Experimental Autoimmune Encephalomyelitis,"Jolien Diddens 1, Gildas Lepennetier 1, Verena Friedrich 1, Monika Schmidt 1, Rosa M Brand 1, Tanya Georgieva 1, Bernhard Hemmer 1, Klaus Lehmann-Horn 1","Diddens, J., Lepennetier, G., Friedrich, V., Schmidt, M., Brand, R. M., Georgieva, T., Hemmer, B., & Lehmann-Horn, K. (2024). Single-Cell Profiling Indicates a Proinflammatory Role of Meningeal Ectopic Lymphoid Tissue in Experimental Autoimmune Encephalomyelitis. Neurology(R) neuroimmunology & neuroinflammation, 11(1), e200185. https://doi.org/10.1212/NXI.0000000000200185","Background and objectives: The factors that drive progression in multiple sclerosis (MS) remain obscure. Identification of key properties of meningeal inflammation will contribute to a better understanding of the mechanisms of progression and how to prevent it. Methods: Applying single-cell RNA sequencing, we compared gene expression profiles in immune cells from meningeal ectopic lymphoid tissue (mELT) with those from secondary lymphoid organs (SLOs) in spontaneous chronic experimental autoimmune encephalomyelitis (EAE), an animal model of MS. Results: Generally, mELT contained the same immune cell types as SLOs, suggesting a close relationship. Preponderance of B cells over T cells, an increase in regulatory T cells and granulocytes, and a decrease in naïve CD4+ T cells characterize mELT compared with SLOs. Differential gene expression analysis revealed that immune cells in mELT show a more activated and proinflammatory phenotype compared with their counterparts in SLOs. However, the increase in regulatory T cells and upregulation of immunosuppressive genes in most immune cell types indicate that there are mechanisms in place to counter-regulate the inflammatory events, keeping the immune response emanating from mELT in check. Discussion: Common features in immune cell composition and gene expression indicate that mELT resembles SLOs and may be regarded as a tertiary lymphoid tissue. Distinct differences in expression profiles suggest that mELT rather than SLOs is a key driver of CNS inflammation in spontaneous EAE. Our data provide a starting point for further exploration of molecules or pathways that could be targeted to disrupt mELT formation.",https://doi.org/10.1212/nxi.0000000000200185,12/15/23,"lumbar lymph nodes, and spinal cord ",Mouse,,
MS068,GSE194078,MS,37414380,10x Genomics,Single-cell RNA Sequencing,AXL+SIGLEC6+ dendritic cells in cerebrospinal fluid and brain tissues of patients with autoimmune inflammatory demyelinating disease of CNS,"Junho Kang 1, Moonhang Kim 2, Da-Young Yoon 3, Woo-Seok Kim 1, Seok-Jin Choi 4, Young-Nam Kwon 4, Won-Seok Kim 4, Sung-Hye Park 5, Jung-Joon Sung 4, Myungsun Park 1, Jung Seok Lee 1, Jong-Eun Park 6, Sung-Min Kim 7","Kang, J., Kim, M., Yoon, D. Y., Kim, W. S., Choi, S. J., Kwon, Y. N., Kim, W. S., Park, S. H., Sung, J. J., Park, M., Lee, J. S., Park, J. E., & Kim, S. M. (2023). AXL+SIGLEC6+ dendritic cells in cerebrospinal fluid and brain tissues of patients with autoimmune inflammatory demyelinating disease of CNS. Clinical immunology (Orlando, Fla.), 253, 109686. https://doi.org/10.1016/j.clim.2023.109686","Inflammatory demyelinating disease of the CNS (IDD) is a heterogeneous group of autoimmune diseases, and multiple sclerosis is the most common type. Dendritic cells (DCs), major antigen-presenting cells, have been proposed to play a central role in the pathogenesis of IDD. The AXL+SIGLEC6+ DC (ASDC) has been only recently identified in humans and has a high capability of T cell activation. Nevertheless, its contribution to CNS autoimmunity remains still obscure. Here, we aimed to identify the ASDC in diverse sample types from IDD patients and experimental autoimmune encephalomyelitis (EAE). A detailed analysis of DC subpopulations using single-cell transcriptomics for the paired cerebrospinal fluid (CSF) and blood samples of IDD patients (total n = 9) revealed that three subtypes of DCs (ASDCs, ACY3+ DCs, and LAMP3+ DCs) were overrepresented in CSF compared with their paired blood. Among these DCs, ASDCs were also more abundant in CSF of IDD patients than in controls, manifesting poly-adhesional and stimulatory characteristics. In the brain biopsied tissues of IDD patients, obtained at the acute attack of disease, ASDC were also frequently found in close contact with T cells. Lastly, the frequency of ASDC was found to be temporally more abundant in acute attack of disease both in CSF samples of IDD patients and in tissues of EAE, an animal model for CNS autoimmunity. Our analysis suggests that the ASDC might be involved in the pathogenesis of CNS autoimmunity.",https://doi.org/10.1016/j.clim.2023.109686,8/1/23,CSF,Human,,
MS069,GSE233917,MS,37339207,10x Genomics,Single-cell RNA Sequencing,IL-11 induces NLRP3 inflammasome activation in monocytes and inflammatory cell migration to the central nervous system. ,"Maryamsadat Seyedsadr 1 2, Yan Wang 1, Manal Elzoheiry 1, Sowmya Shree Gopal 1, Soohwa Jang 1, Gayel Duran 3, Inna Chervoneva 4, Ezgi Kasimoglou 1, John A Wrobel 5, Daniel Hwang 1, James Garifallou 6, Xin Zhang 7, Tabish H Khan 8, Ulrike Lorenz 8, Maureen Su 2, Jenny P Ting 5, Bieke Broux 3, Abdolmohamad Rostami 1, Dhanashri Miskin 1, Silva Markovic-Plese 1","Seyedsadr, M., Wang, Y., Elzoheiry, M., Shree Gopal, S., Jang, S., Duran, G., Chervoneva, I., Kasimoglou, E., Wrobel, J. A., Hwang, D., Garifallou, J., Zhang, X., Khan, T. H., Lorenz, U., Su, M., Ting, J. P., Broux, B., Rostami, A., Miskin, D., & Markovic-Plese, S. (2023). IL-11 induces NLRP3 inflammasome activation in monocytes and inflammatory cell migration to the central nervous system. Proceedings of the National Academy of Sciences of the United States of America, 120(26), e2221007120. https://doi.org/10.1073/pnas.2221007120","The objective of this study is to examine IL-11-induced mechanisms of inflammatory cell migration to the central nervous system (CNS). We report that IL-11 is produced at highest frequency by myeloid cells among the peripheral blood mononuclear cell (PBMC) subsets. Patients with relapsing-remitting multiple sclerosis (RRMS) have an increased frequency of IL-11+ monocytes, IL-11+ and IL-11R+ CD4+ lymphocytes, and IL-11R+ neutrophils in comparison to matched healthy controls. IL-11+ and granulocyte-macrophage colony-stimulating factor (GM-CSF)+ monocytes, CD4+ lymphocytes, and neutrophils accumulate in the cerebrospinal fluid (CSF). The effect of IL-11 in-vitro stimulation, examined using single-cell RNA sequencing, revealed the highest number of differentially expressed genes in classical monocytes, including up-regulated NFKB1, NLRP3, and IL1B. All CD4+ cell subsets had increased expression of S100A8/9 alarmin genes involved in NLRP3 inflammasome activation. In IL-11R+-sorted cells from the CSF, classical and intermediate monocytes significantly up-regulated the expression of multiple NLRP3 inflammasome-related genes, including complement, IL18, and migratory genes (VEGFA/B) in comparison to blood-derived cells. Therapeutic targeting of this pathway with αIL-11 mAb in mice with RR experimental autoimmune encephalomyelitis (EAE) decreased clinical scores, CNS inflammatory infiltrates, and demyelination. αIL-11 mAb treatment decreased the numbers of NFκBp65+, NLRP3+, and IL-1β+ monocytes in the CNS of mice with EAE. The results suggest that IL-11/IL-11R signaling in monocytes represents a therapeutic target in RRMS.",https://doi.org/10.1073/pnas.2221007120,6/20/23,CSF and blood ,Human,,
MS070,GSE227954,MS,37062182,10x Genomics,Single-cell RNA Sequencing,Alemtuzumab treatment exemplifies discordant immune effects of blood and cerebrospinal fluid in multiple sclerosis.,"Louisa Müller-Miny 1, Michael Heming 1, Tobias Lautwein 2, Tobias Ruck 3, I-Na Lu 1, Heinz Wiendl 1, Gerd Meyer Zu Hörste 4","Müller-Miny, L., Heming, M., Lautwein, T., Ruck, T., Lu, I. N., Wiendl, H., & Meyer Zu Hörste, G. (2023). Alemtuzumab treatment exemplifies discordant immune effects of blood and cerebrospinal fluid in multiple sclerosis. Journal of neuroimmunology, 378, 578088. https://doi.org/10.1016/j.jneuroim.2023.578088","Background and objectives: Immune responses in the central nervous system (CNS) are highly compartmentalized and cerebrospinal fluid (CSF) in particular often reflects CNS pathology better than peripheral blood. While CSF leukocytes are known to be distinct from blood, the immediate effects of peripheral leukocyte depletion on CSF leukocytes have not been studied in humans. Methods: We here analyzed CSF and blood from two relapsing-remitting multiple sclerosis (RRMS) patients early after peripheral leukocyte depletion with the anti-CD52 antibody alemtuzumab compared to untreated RRMS and control patients using single cell RNA-sequencing. Results: As expected for alemtuzumab, most leukocyte lineages including T cells were synchronously depleted from CSF and blood, while - surprisingly - pDCs were maintained in CSF but depleted from blood by alemtuzumab. Transcriptionally, genes associated with migration were elevated only in the CSF after alemtuzumab. Predicted cellular interactions indicated a central role of pDCs and enhanced migration signaling in the CSF after alemtuzumab.Discussion: The CSF and blood compartments are thus partially uncoupled, emphasizing that the CNS is only partially accessible even for treatments profoundly affecting the blood.",https://doi.org/10.1016/j.jneuroim.2023.578088,5/15/23,CSF and blood,Human,,
MS071,GSE210234,MS,36730207,10x Genomics,Single-cell RNA Sequencing,Distinctive transcriptomic and epigenomic signatures of bone marrow-derived myeloid cells and microglia in CNS autoimmunity,"Navid Manouchehri 1, Victor H Salinas 1 2, Rehana Z Hussain 1, Olaf Stüve 1 2 3","Manouchehri, N., Salinas, V. H., Hussain, R. Z., & Stüve, O. (2023). Distinctive transcriptomic and epigenomic signatures of bone marrow-derived myeloid cells and microglia in CNS autoimmunity. Proceedings of the National Academy of Sciences of the United States of America, 120(6), e2212696120. https://doi.org/10.1073/pnas.2212696120","In the context of autoimmunity, myeloid cells of the central nervous system (CNS) constitute an ontogenically heterogeneous population that includes yolk sac-derived microglia and infiltrating bone marrow-derived cells (BMC). We previously identified a myeloid cell subset in the brain and spinal cord that expresses the surface markers CD88 and CD317 and is associated with the onset and persistence of clinical disease in the murine model of the human CNS autoimmune disorder, experimental autoimmune encephalomyelitis (EAE). We employed an experimental platform utilizing single-cell transcriptomic and epigenomic profiling of bone marrow-chimeric mice to categorically distinguish BMC from microglia during CNS autoimmunity. Analysis of gene expression and chromosomal accessibility identified CD88+CD317+ myeloid cells in the CNS of EAE mice as originating from BMC and microglia. Interestingly, each cell lineage exhibited overlapping and unique gene expression patterns and transcription factor motifs that allowed their segregation. Our observations will facilitate determining pathogenic contributions of BMC and microglia in CNS autoimmune disease. Ultimately, this agnostic characterization of myeloid cells will be required for devising disease stage-specific and tissue-specific interventions for CNS inflammatory and neurodegenerative disorders.",https://doi.org/10.1073/pnas.2212696120,2/7/23,Brain,Mouse,,
MS072,GSE199460,MS,36446612,10x Genomics,Single-cell RNA Sequencing,Single-Cell Transcriptomics Identifies Brain Endothelium Inflammatory Networks in Experimental Autoimmune Encephalomyelitis,"Antoine Philippe Fournier 1, Olivier Tastet 1, Marc Charabati 1, Chloé Hoornaert 1, Lyne Bourbonnière 1, Wendy Klement 1, Sandra Larouche 1, Fiona Tea 1, Yu Chang Wang 1, Catherine Larochelle 1, Nathalie Arbour 1, Jiannis Ragoussis 1, Stephanie Zandee 1, Alexandre Prat 2","Fournier, A. P., Tastet, O., Charabati, M., Hoornaert, C., Bourbonnière, L., Klement, W., Larouche, S., Tea, F., Wang, Y. C., Larochelle, C., Arbour, N., Ragoussis, J., Zandee, S., & Prat, A. (2022). Single-Cell Transcriptomics Identifies Brain Endothelium Inflammatory Networks in Experimental Autoimmune Encephalomyelitis. Neurology(R) neuroimmunology & neuroinflammation, 10(1), e200046. https://doi.org/10.1212/NXI.0000000000200046","Background and objectives: Multiple sclerosis (MS) is a neuroinflammatory and neurodegenerative disease characterized by infiltration of immune cells in multifocal areas of the CNS. The specific molecular processes allowing autoreactive immune cells to enter the CNS compartment through the blood-brain barrier remain elusive.Methods: Using endothelial cell (EC) enrichment and single-cell RNA sequencing, we characterized the cells implicated in the neuroinflammatory processes in experimental autoimmune encephalomyelitis, an animal model of MS. Validations on human MS brain sections of the most differentially expressed genes in venous ECs were performed using immunohistochemistry and confocal microscopy.Results: We found an upregulation of genes associated with antigen presentation and interferon in most populations of CNS-resident cells, including ECs. Interestingly, instead of transcriptionally distinct profiles, a continuous gradient of gene expression separated the arteriovenous zonation of the brain vasculature. However, differential gene expression analysis presented more transcriptomic alterations on the venous side of the axis, suggesting a prominent role of venous ECs in neuroinflammation. Furthermore, analysis of ligand-receptor interactions identified important potential molecular communications between venous ECs and infiltrated immune populations. To confirm the relevance of our observation in the context of human disease, we validated the protein expression of the most upregulated genes (Ackr1 and Lcn2) in MS lesions.Discussion: In this study, we provide a landscape of the cellular heterogeneity associated with neuroinflammation. We also present important molecular insights for further exploration of specific cell processes that promote infiltration of immune cells inside the brain of experimental autoimmune encephalomyelitis mice.",https://doi.org/10.1212/nxi.0000000000200046,11/29/22,Brain,Mouse,,
MS073,GSE182846,MS,36001972,10x Genomics,Single-cell RNA Sequencing,Single-Cell Transcriptomics Identifies Brain Endothelium Inflammatory Networks in Experimental Autoimmune Encephalomyelitis,"Shristi Pandey 1, Kimberle Shen 2, Seung-Hye Lee 2, Yun-An A Shen 2, Yuanyuan Wang 2, Marcos Otero-García 3, Natalya Kotova 3, Stephen T Vito 2, Benjamin I Laufer 4, Dwight F Newton 5, Mitchell G Rezzonico 4, Jesse E Hanson 2, Joshua S Kaminker 4, Christopher J Bohlen 2, Tracy J Yuen 6, Brad A Friedman 7","Pandey, S., Shen, K., Lee, S. H., Shen, Y. A., Wang, Y., Otero-García, M., Kotova, N., Vito, S. T., Laufer, B. I., Newton, D. F., Rezzonico, M. G., Hanson, J. E., Kaminker, J. S., Bohlen, C. J., Yuen, T. J., & Friedman, B. A. (2022). Disease-associated oligodendrocyte responses across neurodegenerative diseases. Cell reports, 40(8), 111189. https://doi.org/10.1016/j.celrep.2022.111189","Oligodendrocyte dysfunction has been implicated in the pathogenesis of neurodegenerative diseases, so understanding oligodendrocyte activation states would shed light on disease processes. We identify three distinct activation states of oligodendrocytes from single-cell RNA sequencing (RNA-seq) of mouse models of Alzheimer's disease (AD) and multiple sclerosis (MS): DA1 (disease-associated1, associated with immunogenic genes), DA2 (disease-associated2, associated with genes influencing survival), and IFN (associated with interferon response genes). Spatial analysis of disease-associated oligodendrocytes (DAOs) in the cuprizone model reveals that DA1 and DA2 are established outside of the lesion area during demyelination and that DA1 repopulates the lesion during remyelination. Independent meta-analysis of human single-nucleus RNA-seq datasets reveals that the transcriptional responses of MS oligodendrocytes share features with mouse models. In contrast, the oligodendrocyte activation signature observed in human AD is largely distinct from those observed in mice. This catalog of oligodendrocyte activation states (http://research-pub.gene.com/OligoLandscape/) will be important to understand disease progression and develop therapeutic interventions.",https://doi.org/10.1016/j.celrep.2022.111189,8/23/22,brain,Mouse,,
MS074,GSE188161,MS,34873037,10x Genomics,Single-cell RNA Sequencing,TNF plays a crucial role in inflammation by signaling via T cell TNFR2,"Muhammad S Alam 1, Shizuka Otsuka 2, Nathan Wong 3 4, Aamna Abbasi 2, Matthias M Gaida 5 6, Yu Fan 7, Daoud Meerzaman 7, Jonathan D Ashwell 1",,"Ectopic lymphoid tissue containing B cells forms in the meninges at late stages of human multiple sclerosis (MS) and when neuroinflammation is induced by interleukin (IL)-17 producing T helper (Th17) cells in rodents. B cell differentiation and the subsequent release of class-switched immunoglobulins have been speculated to occur in the meninges, but the exact cellular composition and underlying mechanisms of meningeal-dominated inflammation remain unknown. Here, we performed in-depth characterization of meningeal versus parenchymal Th17-induced rodent neuroinflammation. The most pronounced cellular and transcriptional differences between these compartments was the localization of B cells exhibiting a follicular phenotype exclusively to the meninges. Correspondingly, meningeal but not parenchymal Th17 cells acquired a B cell-supporting phenotype and resided in close contact with B cells. This preferential B cell tropism for the meninges and the formation of meningeal ectopic lymphoid tissue was partially dependent on the expression of the transcription factor Bcl6 in Th17 cells that is required in other T cell lineages to induce isotype class switching in B cells. A function of Bcl6 in Th17 cells was only detected in vivo and was reflected by the induction of B cell-supporting cytokines, the appearance of follicular B cells in the meninges, and of immunoglobulin class switching in the cerebrospinal fluid. We thus identify the induction of a B cell-supporting meningeal microenvironment by Bcl6 in Th17 cells as a mechanism controlling compartment specificity in neuroinflammation.",https://doi.org/10.1073/pnas.2109972118,12/14/21,,Mouse,,
MS075,GSE178085,MS,34479995,10x Genomics,Single-cell RNA Sequencing,Bcl6 controls meningeal Th17-B cell interaction in murine neuroinflammation,"Maike Hartlehnert 1, Anna-Lena Börsch 1, Xiaolin Li 1, Miriam Burmeister 2 3, Hanna Gerwien 2 3, David Schafflick 1, Michael Heming 1, I-Na Lu 1, Venu Narayanan 1, Jan-Kolja Strecker 1, Anna Kolz 4, Anneli Peters 4 5, Gregory F Wu 6, Heinz Wiendl 1 3, Lydia Sorokin 2 3, Gerd Meyer Zu Horste 7","Hartlehnert, M., Börsch, A. L., Li, X., Burmeister, M., Gerwien, H., Schafflick, D., Heming, M., Lu, I. N., Narayanan, V., Strecker, J. K., Kolz, A., Peters, A., Wu, G. F., Wiendl, H., Sorokin, L., & Meyer Zu Horste, G. (2021). Bcl6 controls meningeal Th17-B cell interaction in murine neuroinflammation. Proceedings of the National Academy of Sciences of the United States of America, 118(36), e2023174118. https://doi.org/10.1073/pnas.2023174118",,https://doi.org/10.1073/pnas.2023174118,7/24/20,Blood,Mouse,,
MS076,GSE127969,MS,31566584,Smart-seq2,Single-cell RNA Sequencing,Early adaptive immune activation detected in monozygotic twins with prodromal multiple sclerosis,"Bhavani Gopalakrishnan 1 2, Uri Galili 3, August Dunbar 1, Luis Solorio 2, Riyi Shi 1 2 4, Jianming Li 5 6","Gopalakrishnan, B., Galili, U., Dunbar, A., Solorio, L., Shi, R., & Li, J. (2024). α-Gal Nanoparticles in CNS Trauma: I. In Vitro Activation of Microglia Towards a Pro-Healing State. Tissue engineering and regenerative medicine, 21(3), 409–419. https://doi.org/10.1007/s13770-023-00613-1","Background: Macrophages and microglia play critical roles after spinal cord injury (SCI), with the pro-healing, anti-inflammatory (M2) subtype being implicated in tissue repair. We hypothesize that promoting this phenotype within the post-injured cord microenvironment may provide beneficial effects for mitigating tissue damage. As a proof of concept, we propose the use of nanoparticles incorporating the carbohydrate antigen, galactose-α-1,3-galactose (α-gal epitope) as an immunomodulator to transition human microglia (HMC3) cells toward a pro-healing state. Methods: Quiescent HMC3 cells were acutely exposed to α-gal nanoparticles in the presence of human serum and subsequently characterized for changes in cell shape, expression of anti or pro-inflammatory markers, and secretion of phenotype-specific cytokines. Results: HMC3 cells treated with serum activated α-gal nanoparticles exhibited rapid enlargement and shape change in addition to expressing CD68. Moreover, these activated cells showed increased expression of anti-inflammatory markers like Arginase-1 and CD206 without increasing production of pro-inflammatory cytokines TNF-α or IL-6. Conclusion: This study is the first to show that resting human microglia exposed to a complex of α-gal nanoparticles and anti-Gal (from human serum) can be activated and polarized toward a putative M2 state. The data suggests that α-gal nanoparticles may have therapeutic relevance to the CNS microenvironment, in both recruiting and polarizing macrophages/microglia at the application site. The immunomodulatory activity of these α-gal nanoparticles post-SCI is further described in the companion work (Part II).",https://doi.org/10.1007/s13770-023-00613-1,4/1/24,Microglia,Human,,
